,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,threshold,adj_p_signi,thr_signi
MYD88,3.21618900977171e-27,1.50880057519994,0.428,0.112,4.41068160800092e-23,5,MYD88,Up,Highly,Up_Highly
SH3BP1,5.3509812253571e-27,2.18510597739584,0.377,0.091,7.33833565245473e-23,5,SH3BP1,Up,Highly,Up_Highly
NANS,5.59224320664484e-27,1.42493589263042,0.396,0.098,7.66920233359274e-23,5,NANS,Up,Highly,Up_Highly
RPL29.2,6.44449517250139e-27,-0.646270619495346,0.987,0.984,8.8379806795684e-23,5,RPL29,Down,Highly,Down_Highly
RNF149,7.35574110934022e-27,1.41477684118701,0.453,0.123,1.00876633573492e-22,5,RNF149,Up,Highly,Up_Highly
AGPAT2,8.96176437411323e-27,2.04320313758502,0.302,0.062,1.22901636626589e-22,5,AGPAT2,Up,Highly,Up_Highly
C20orf27.1,1.07376684331292e-26,1.42372470693041,0.415,0.111,1.47256384891934e-22,5,C20orf27,Up,Highly,Up_Highly
RNH1.4,1.59500032384868e-26,1.43326030449288,0.704,0.28,2.18738344412608e-22,5,RNH1,Up,Highly,Up_Highly
MTSS1,1.76380417067384e-26,1.93129758283006,0.321,0.07,2.4188810396621e-22,5,MTSS1,Up,Highly,Up_Highly
HOTAIRM1,2.08537760560064e-26,2.0449281542724,0.264,0.05,2.85988684832072e-22,5,HOTAIRM1,Up,Highly,Up_Highly
RPS13.4,2.50450434418414e-26,-0.930451853996841,0.969,0.963,3.43467725761413e-22,5,RPS13,Down,Highly,Down_Highly
NUDT16,3.11194834799398e-26,1.72760422031956,0.302,0.063,4.26772596443895e-22,5,NUDT16,Up,Highly,Up_Highly
ITGAL,3.15530107490279e-26,1.45491310946491,0.365,0.086,4.32717989412169e-22,5,ITGAL,Up,Highly,Up_Highly
RPS23.4,6.60800460022853e-26,-0.768788756389315,0.994,0.981,9.06221750875341e-22,5,RPS23,Down,Highly,Down_Highly
GNG5.3,7.84539925210502e-26,1.2105433800287,0.686,0.268,1.07591805343368e-21,5,GNG5,Up,Highly,Up_Highly
FAM46A,1.29702992390324e-25,1.94979717313969,0.27,0.053,1.77874683764091e-21,5,FAM46A,Up,Highly,Up_Highly
RAC1.5,1.43532368364676e-25,0.859757024201327,0.862,0.409,1.96840289975316e-21,5,RAC1,Up,Highly,Up_Highly
RAB24,2.01543951505679e-25,1.65178787563494,0.34,0.079,2.76397375094888e-21,5,RAB24,Up,Highly,Up_Highly
AP1S2.5,2.2978686508156e-25,0.835277671671435,0.723,0.27,3.15129706772851e-21,5,AP1S2,Up,Highly,Up_Highly
IGSF6.1,2.33653123647233e-25,1.54086705785586,0.365,0.091,3.20431893769815e-21,5,IGSF6,Up,Highly,Up_Highly
GRINA,2.40807591994166e-25,1.60142484828817,0.352,0.085,3.30243531660799e-21,5,GRINA,Up,Highly,Up_Highly
ZFAND5.1,3.51216619398501e-25,1.56984301878525,0.491,0.153,4.81658471843105e-21,5,ZFAND5,Up,Highly,Up_Highly
MALAT1.3,5.19744356333261e-25,-0.810493035650625,1,1,7.12777410275434e-21,5,MALAT1,Down,Highly,Down_Highly
RGS19.2,5.23373980346305e-25,1.22541347841466,0.648,0.244,7.17755076646922e-21,5,RGS19,Up,Highly,Up_Highly
TGFBI.1,7.34232799264379e-25,1.54399967265581,0.358,0.09,1.00692686091117e-20,5,TGFBI,Up,Highly,Up_Highly
RPL36.4,1.72337950880254e-24,-0.836584419464958,0.969,0.956,2.36344265837181e-20,5,RPL36,Down,Highly,Down_Highly
RPL37A.4,3.61688421861302e-24,-0.796209125772597,0.943,0.953,4.9601950174059e-20,5,RPL37A,Down,Highly,Down_Highly
ITGB2.5,4.97596401048545e-24,0.993535943594676,0.862,0.443,6.82403704397975e-20,5,ITGB2,Up,Highly,Up_Highly
RPL21.3,7.44504224694019e-24,-0.745540048753261,1,0.99,1.02101309374538e-19,5,RPL21,Down,Highly,Down_Highly
RPL14.3,8.61428760329262e-24,-0.638834400876222,0.987,0.986,1.18136340191555e-19,5,RPL14,Down,Highly,Down_Highly
EEF1A1.3,9.70547515977127e-24,-0.580371329354789,1,0.989,1.33100886341103e-19,5,EEF1A1,Down,Highly,Down_Highly
RPL35.3,1.26401871818053e-23,-0.749764313400845,0.969,0.97,1.73347527011278e-19,5,RPL35,Down,Highly,Down_Highly
PCGF5,1.30663975351736e-23,1.40350370841813,0.39,0.104,1.79192575797371e-19,5,PCGF5,Up,Highly,Up_Highly
CX3CR1,1.32392020608063e-23,1.60872720489613,0.289,0.063,1.81562417061898e-19,5,CX3CR1,Up,Highly,Up_Highly
RAB32.1,3.4014896651625e-23,1.25951640569695,0.308,0.071,4.66480292680385e-19,5,RAB32,Up,Highly,Up_Highly
NAP1L1.3,3.79272677799206e-23,0.9169366572451,0.868,0.555,5.20134550333832e-19,5,NAP1L1,Up,Highly,Up_Highly
SH3BGRL.3,4.18913596737884e-23,1.3463227557703,0.799,0.417,5.74498106566334e-19,5,SH3BGRL,Up,Highly,Up_Highly
RAB10,5.66815628491576e-23,1.26645326199813,0.44,0.131,7.77330952913347e-19,5,RAB10,Up,Highly,Up_Highly
NPM1.3,7.34843512508866e-23,-1.30734205258974,0.78,0.823,1.00776439305466e-18,5,NPM1,Down,Highly,Down_Highly
ATP6V0D1.1,7.85639110705332e-23,1.34334801037683,0.491,0.154,1.07742547642129e-18,5,ATP6V0D1,Up,Highly,Up_Highly
UTRN,8.57108260409851e-23,2.09809041536166,0.308,0.072,1.17543826832607e-18,5,UTRN,Up,Highly,Up_Highly
PTP4A2.2,9.53452453903533e-23,1.16211117863863,0.597,0.216,1.30756469528331e-18,5,PTP4A2,Up,Highly,Up_Highly
AGTRAP.1,1.69837804360053e-22,1.24999565673512,0.447,0.133,2.32915564899377e-18,5,AGTRAP,Up,Highly,Up_Highly
MAP2K3,2.12182721262503e-22,1.16401013358632,0.428,0.123,2.90987383939396e-18,5,MAP2K3,Up,Highly,Up_Highly
JUN.3,2.20845642181143e-22,-1.9059451679059,0.579,0.748,3.02867713687219e-18,5,JUN,Down,Highly,Down_Highly
CTSZ.1,4.71824816827937e-22,1.88407082098554,0.358,0.097,6.47060553797833e-18,5,CTSZ,Up,Highly,Up_Highly
EIF4E2.1,4.75253811733347e-22,1.89841889044711,0.44,0.138,6.51763077411112e-18,5,EIF4E2,Up,Highly,Up_Highly
CAPNS1,7.56383562049684e-22,1.29714254640323,0.396,0.112,1.03730441699494e-17,5,CAPNS1,Up,Highly,Up_Highly
H3F3A.4,9.49919199655538e-22,0.987839821490237,0.786,0.357,1.30271919040761e-17,5,H3F3A,Up,Highly,Up_Highly
CD3E.5,1.09552502242963e-21,-3.25037383796543,0.132,0.503,1.50240301576e-17,5,CD3E,Down,Highly,Down_Highly
DPEP2,1.67543816916208e-21,1.64740677227164,0.296,0.071,2.29769590518888e-17,5,DPEP2,Up,Highly,Up_Highly
RPS21.4,1.90880645568651e-21,-1.07474473202352,0.836,0.862,2.61773717332848e-17,5,RPS21,Down,Highly,Down_Highly
RAB8A,2.52558109502226e-21,1.1605158844776,0.547,0.195,3.46358191371352e-17,5,RAB8A,Up,Highly,Up_Highly
C11orf21,2.75843416866027e-21,1.75229367784242,0.258,0.056,3.7829166189007e-17,5,C11orf21,Up,Highly,Up_Highly
MYO1G.1,2.82310468742338e-21,1.59466152154644,0.572,0.212,3.87160576833242e-17,5,MYO1G,Up,Highly,Up_Highly
MNDA.1,2.8795195289314e-21,1.41275727289728,0.384,0.11,3.94897308197652e-17,5,MNDA,Up,Highly,Up_Highly
CD300A,2.98399986097512e-21,1.30097637568254,0.384,0.109,4.09225740934128e-17,5,CD300A,Up,Highly,Up_Highly
IMPDH1,5.65837763874883e-21,1.58197274315081,0.296,0.072,7.75989909378014e-17,5,IMPDH1,Up,Highly,Up_Highly
G0S2,7.53278739141331e-21,1.9510989041315,0.252,0.057,1.03304646285842e-16,5,G0S2,Up,Highly,Up_Highly
RPL4.2,8.80130461849069e-21,-0.674123101337175,0.987,0.959,1.20701091537981e-16,5,RPL4,Down,Highly,Down_Highly
EEF1B2.5,1.28815584698361e-20,-1.0480953627116,0.881,0.883,1.76657692855332e-16,5,EEF1B2,Down,Highly,Down_Highly
ALOX5,1.35703372245889e-20,1.44404224464984,0.296,0.072,1.86103604698012e-16,5,ALOX5,Up,Highly,Up_Highly
H2AFZ.1,1.67584006253104e-20,0.809733206395515,0.799,0.388,2.29824706175507e-16,5,H2AFZ,Up,Highly,Up_Highly
TSPO.4,2.02381049675688e-20,0.769531327065528,0.881,0.449,2.77545371525239e-16,5,TSPO,Up,Highly,Up_Highly
COX17.1,2.17300555446844e-20,1.19291869408485,0.509,0.172,2.98005981739801e-16,5,COX17,Up,Highly,Up_Highly
ANXA4,3.325697510601e-20,1.61469431868347,0.321,0.087,4.56086156603821e-16,5,ANXA4,Up,Highly,Up_Highly
GMFG.3,3.94390438804542e-20,0.682614578134034,0.925,0.682,5.40867047776549e-16,5,GMFG,Up,Highly,Up_Highly
SH3BGRL3.3,4.26184162129307e-20,0.607971846753529,0.981,0.849,5.84468959944131e-16,5,SH3BGRL3,Up,Highly,Up_Highly
SUPT4H1.4,4.31386562231448e-20,1.06739776160946,0.648,0.266,5.91603531444208e-16,5,SUPT4H1,Up,Highly,Up_Highly
MSN.3,6.57341534623965e-20,0.997417569590304,0.654,0.261,9.01478180583306e-16,5,MSN,Up,Highly,Up_Highly
SELPLG,9.86187986325511e-20,1.13056652736908,0.478,0.16,1.35245820444681e-15,5,SELPLG,Up,Highly,Up_Highly
NAGK.1,1.02317977004415e-19,1.2438227354382,0.371,0.108,1.40318873663855e-15,5,NAGK,Up,Highly,Up_Highly
BTG1.3,1.14723948752534e-19,-1.13641827710613,0.836,0.879,1.57332423319225e-15,5,BTG1,Down,Highly,Down_Highly
CAPZA2.1,1.22202743531076e-19,0.911249001438031,0.528,0.189,1.67588842478517e-15,5,CAPZA2,Up,Highly,Up_Highly
IFIT1,2.97646770986499e-19,1.05454831578467,0.277,0.068,4.08192781730885e-15,5,IFIT1,Up,Highly,Up_Highly
TUBA1B.2,3.18744991512197e-19,1.17495042075066,0.761,0.407,4.37126881359827e-15,5,TUBA1B,Up,Highly,Up_Highly
RALB,4.34371812232693e-19,1.41278331435086,0.289,0.073,5.95697503295915e-15,5,RALB,Up,Highly,Up_Highly
NAPRT1.1,5.80355542314564e-19,1.17900935385538,0.365,0.109,7.95899590730193e-15,5,NAPRT1,Up,Highly,Up_Highly
CD99.3,5.88117356777933e-19,-2.51795402424868,0.208,0.521,8.06544143085257e-15,5,CD99,Down,Highly,Down_Highly
POLD4.5,6.12856491639664e-19,0.997009587229893,0.704,0.322,8.40471392634636e-15,5,POLD4,Up,Highly,Up_Highly
NACA.3,6.66170017986189e-19,0.607398907291543,0.987,0.968,9.1358556266626e-15,5,NACA,Up,Highly,Up_Highly
RPS26.4,6.70682439368703e-19,-0.831076243237997,0.937,0.909,9.1977389735024e-15,5,RPS26,Down,Highly,Down_Highly
RIN3,6.87852913762234e-19,1.30322647150431,0.314,0.084,9.43321485933528e-15,5,RIN3,Up,Highly,Up_Highly
RPL7.2,1.43721408599778e-18,-0.748282623166575,0.969,0.969,1.97099539753736e-14,5,RPL7,Down,Highly,Down_Highly
RPSAP58.4,1.53876047439529e-18,-1.32767302294137,0.604,0.738,2.11025611458571e-14,5,RPSAP58,Down,Highly,Down_Highly
GSTO1.4,1.6289613517553e-18,0.920263257899227,0.629,0.268,2.23395759779722e-14,5,GSTO1,Up,Highly,Up_Highly
ALDOA.4,1.88217604939531e-18,0.762313431634949,0.931,0.686,2.58121623414073e-14,5,ALDOA,Up,Highly,Up_Highly
SERP1.4,1.88397490404203e-18,0.777898251120704,0.862,0.531,2.58368318340324e-14,5,SERP1,Up,Highly,Up_Highly
CD83,2.05242946918864e-18,1.40573779715307,0.258,0.063,2.8147017740453e-14,5,CD83,Up,Highly,Up_Highly
IFI6.5,2.18136152891333e-18,0.61588299467426,0.78,0.377,2.99151920075175e-14,5,IFI6,Up,Highly,Up_Highly
POLE4.1,2.19540946178791e-18,1.35406184018233,0.491,0.172,3.01078453589594e-14,5,POLE4,Up,Highly,Up_Highly
CXCR4.5,2.67229281016198e-18,-2.2512486761439,0.384,0.612,3.66478235985614e-14,5,CXCR4,Down,Highly,Down_Highly
ZNF706.3,3.36699580908308e-18,1.08022993210642,0.66,0.291,4.61749805257654e-14,5,ZNF706,Up,Highly,Up_Highly
LTB.5,3.64552378191268e-18,-2.29557133099095,0.673,0.703,4.99947131451505e-14,5,LTB,Down,Highly,Down_Highly
FAM45A,3.72341046140994e-18,1.44632034427573,0.277,0.072,5.10628510677759e-14,5,FAM45A,Up,Highly,Up_Highly
COMMD9,6.10190614051554e-18,1.28558734805178,0.352,0.106,8.36815408110301e-14,5,COMMD9,Up,Highly,Up_Highly
LRRFIP1.4,7.56451896219616e-18,0.872146167900677,0.711,0.333,1.03739813047558e-13,5,LRRFIP1,Up,Highly,Up_Highly
PSMB3.2,7.79834348379576e-18,0.98440153297058,0.755,0.357,1.06946482536775e-13,5,PSMB3,Up,Highly,Up_Highly
PLEK.1,1.00813158036164e-17,0.814812372337627,0.453,0.152,1.38255164930795e-13,5,PLEK,Up,Highly,Up_Highly
LAMTOR4.5,1.01886112925279e-17,0.910433370387948,0.849,0.5,1.39726615265728e-13,5,LAMTOR4,Up,Highly,Up_Highly
RHOA.3,1.22265963939474e-17,0.760702803342652,0.874,0.542,1.67675542946595e-13,5,RHOA,Up,Highly,Up_Highly
GNB2L1.2,1.38943212607464e-17,-0.501603022119005,0.994,0.976,1.90546721769876e-13,5,GNB2L1,Down,Highly,Down_Highly
ACAA1,1.50457984917386e-17,1.83110993577416,0.384,0.124,2.06338080515703e-13,5,ACAA1,Up,Highly,Up_Highly
SNAP29,1.57007926606142e-17,1.39867165290564,0.277,0.072,2.15320670547663e-13,5,SNAP29,Up,Highly,Up_Highly
LINC00936.3,1.65916944125626e-17,0.880134829108215,0.604,0.257,2.27538497173884e-13,5,LINC00936,Up,Highly,Up_Highly
EFHD2.1,1.72918061258749e-17,1.30540713936171,0.484,0.176,2.37139829210248e-13,5,EFHD2,Up,Highly,Up_Highly
EIF4EBP1.1,1.81741438454523e-17,1.49850174244894,0.352,0.109,2.49240208696533e-13,5,EIF4EBP1,Up,Highly,Up_Highly
CD7.5,1.97873905622181e-17,-4.4850019294077,0.063,0.386,2.71364274170259e-13,5,CD7,Down,Highly,Down_Highly
UBE2F,1.99979903642212e-17,0.977334942357215,0.377,0.117,2.7425243985493e-13,5,UBE2F,Up,Highly,Up_Highly
C4orf48.1,2.06874284527949e-17,1.19249997783883,0.421,0.144,2.83707393801629e-13,5,C4orf48,Up,Highly,Up_Highly
ZYX.1,2.52251738365e-17,1.04137365127699,0.403,0.133,3.45938033993761e-13,5,ZYX,Up,Highly,Up_Highly
AES.4,3.16373706923819e-17,-2.59717110700934,0.233,0.505,4.33874901675326e-13,5,AES,Down,Highly,Down_Highly
ODF3B.1,3.55832439447537e-17,1.06441918118753,0.346,0.105,4.87988607458352e-13,5,ODF3B,Up,Highly,Up_Highly
GNAI2.2,3.65980116857477e-17,0.912115122527559,0.535,0.21,5.01905132258344e-13,5,GNAI2,Up,Highly,Up_Highly
LCK.5,3.89669535554291e-17,-4.04273038841752,0.057,0.378,5.34392801059155e-13,5,LCK,Down,Highly,Down_Highly
RPL27.3,5.46199221080728e-17,-0.647304706610105,0.956,0.956,7.49057611790111e-13,5,RPL27,Down,Highly,Down_Highly
CAT,6.30035485531905e-17,1.18358937366933,0.377,0.125,8.64030664858455e-13,5,CAT,Up,Highly,Up_Highly
MTHFD2,6.61966288938278e-17,1.60045325455054,0.252,0.065,9.07820568649954e-13,5,MTHFD2,Up,Highly,Up_Highly
DOK2.4,7.56429514867087e-17,0.86399293702571,0.553,0.22,1.03736743668872e-12,5,DOK2,Up,Highly,Up_Highly
LSM6,8.83375474463332e-17,1.75165782560562,0.421,0.149,1.21146112567901e-12,5,LSM6,Up,Highly,Up_Highly
ARPC5.2,1.04507757641466e-16,1.00023591583052,0.849,0.501,1.43321938829507e-12,5,ARPC5,Up,Highly,Up_Highly
WSB1,1.08400727039906e-16,1.1616035069998,0.447,0.165,1.48660757062528e-12,5,WSB1,Up,Highly,Up_Highly
FPR1.1,1.35580997113602e-16,1.5044907922223,0.314,0.094,1.85935779441594e-12,5,FPR1,Up,Highly,Up_Highly
CHMP4B.1,1.85045548336083e-16,1.16943380888476,0.434,0.159,2.53771464988104e-12,5,CHMP4B,Up,Highly,Up_Highly
EPSTI1.1,2.61316841801832e-16,1.43510652233073,0.453,0.162,3.58369916847033e-12,5,EPSTI1,Up,Highly,Up_Highly
RNPEP,2.80201741346092e-16,1.57784640057166,0.283,0.08,3.8426866808203e-12,5,RNPEP,Up,Highly,Up_Highly
PPP1CA.1,2.95085807267543e-16,0.980912214701641,0.836,0.495,4.04680676086708e-12,5,PPP1CA,Up,Highly,Up_Highly
ATOX1.1,3.74211887058546e-16,1.13353486693075,0.333,0.105,5.1319418191209e-12,5,ATOX1,Up,Highly,Up_Highly
MPC1,5.69649105858063e-16,1.2328327786493,0.396,0.14,7.81216783773748e-12,5,MPC1,Up,Highly,Up_Highly
MARCKSL1,6.95120994902963e-16,1.03715423943512,0.44,0.166,9.53288932409923e-12,5,MARCKSL1,Up,Highly,Up_Highly
IFIT3,7.66011799042654e-16,1.12907319913433,0.308,0.094,1.0505085812071e-11,5,IFIT3,Up,Highly,Up_Highly
FLNA.1,9.01718021834394e-16,0.66767772328404,0.503,0.193,1.23661609514369e-11,5,FLNA,Up,Highly,Up_Highly
ENY2.1,9.37535119712366e-16,0.978872846553062,0.465,0.179,1.28573566317354e-11,5,ENY2,Up,Highly,Up_Highly
GLRX.3,1.39008391967221e-15,0.805861061716255,0.704,0.351,1.90636108743848e-11,5,GLRX,Up,Highly,Up_Highly
IRF7,1.51930870574222e-15,0.847616341118319,0.415,0.147,2.08357995905488e-11,5,IRF7,Up,Highly,Up_Highly
GRN.5,1.65639893668726e-15,0.512074357475647,0.553,0.22,2.27158550177291e-11,5,GRN,Up,Highly,Up_Highly
CCT5,1.7150766992561e-15,1.0786820062284,0.447,0.169,2.35205618535982e-11,5,CCT5,Up,Highly,Up_Highly
IL7R.5,2.25130071122154e-15,-3.30683580932551,0.132,0.419,3.08743379536922e-11,5,IL7R,Down,Highly,Down_Highly
COX8A.4,2.45873249183225e-15,0.911304262916063,0.736,0.362,3.37190573929875e-11,5,COX8A,Up,Highly,Up_Highly
PGK1,2.78243717764647e-15,1.0679299401054,0.78,0.452,3.81583434542436e-11,5,PGK1,Up,Highly,Up_Highly
TCEB2.4,3.48533796639954e-15,0.778425321159102,0.799,0.468,4.77979248712033e-11,5,TCEB2,Up,Highly,Up_Highly
RPL37.3,3.68864170620287e-15,-0.620218554179921,0.962,0.95,5.05860323588661e-11,5,RPL37,Down,Highly,Down_Highly
CAPZB.1,3.93958397649933e-15,0.632555312719137,0.849,0.537,5.40274546537118e-11,5,CAPZB,Up,Highly,Up_Highly
CMTM6,3.96462457310501e-15,1.02792335280946,0.421,0.155,5.43708613955620e-11,5,CMTM6,Up,Highly,Up_Highly
SMS.1,3.96806531151497e-15,0.947085309759998,0.415,0.152,5.44180476821163e-11,5,SMS,Up,Highly,Up_Highly
COX5B.3,4.24865021137369e-15,0.925644069941222,0.824,0.48,5.82659889987787e-11,5,COX5B,Up,Highly,Up_Highly
LTA4H.1,4.42000871477653e-15,1.03420239040887,0.409,0.147,6.06159995144453e-11,5,LTA4H,Up,Highly,Up_Highly
DYNLT1.1,4.43203216353545e-15,0.745929095630332,0.459,0.174,6.07808890907251e-11,5,DYNLT1,Up,Highly,Up_Highly
LSP1.2,4.79870528995229e-15,0.898434486246636,0.849,0.523,6.58094443464057e-11,5,LSP1,Up,Highly,Up_Highly
GLTSCR2.3,4.88150265821694e-15,-1.05893780883797,0.836,0.828,6.69449274547871e-11,5,GLTSCR2,Down,Highly,Down_Highly
GLUL.1,5.28926108130818e-15,1.13934069570566,0.333,0.108,7.25369264690604e-11,5,GLUL,Up,Highly,Up_Highly
VAMP5.2,6.17459020517656e-15,0.959714740932181,0.497,0.206,8.46783300737914e-11,5,VAMP5,Up,Highly,Up_Highly
PSMB9.2,6.43656015251508e-15,0.760258198370864,0.893,0.562,8.82709859315918e-11,5,PSMB9,Up,Highly,Up_Highly
VPS29,6.48787584863436e-15,1.24988593118097,0.459,0.18,8.89747293881717e-11,5,VPS29,Up,Highly,Up_Highly
ARRDC1,7.15853247922002e-15,1.0261589931659,0.302,0.091,9.81721144200234e-11,5,ARRDC1,Up,Highly,Up_Highly
NCKAP1L,9.64287273112128e-15,1.21341943779478,0.302,0.093,1.32242356634597e-10,5,NCKAP1L,Up,Highly,Up_Highly
CD55,1.08280882836311e-14,1.36258719418628,0.465,0.187,1.48496402721717e-10,5,CD55,Up,Highly,Up_Highly
SCPEP1.1,1.24793695706861e-14,0.935220720189117,0.352,0.121,1.7114207429239e-10,5,SCPEP1,Up,Highly,Up_Highly
REEP5.2,1.26301936983522e-14,1.29546781354136,0.553,0.242,1.73210476379201e-10,5,REEP5,Up,Highly,Up_Highly
TUBA1A.1,1.28916070208833e-14,0.873632558054901,0.78,0.439,1.76795498684393e-10,5,TUBA1A,Up,Highly,Up_Highly
RABGAP1L,1.36414690380589e-14,1.41224321194669,0.277,0.083,1.87079106387939e-10,5,RABGAP1L,Up,Highly,Up_Highly
IFI35.1,1.39041056832432e-14,0.689511722647862,0.44,0.164,1.90680905339997e-10,5,IFI35,Up,Highly,Up_Highly
ATP5B.3,1.57917393566147e-14,0.817510282120931,0.742,0.383,2.16567913536613e-10,5,ATP5B,Up,Highly,Up_Highly
MMP24-AS1,1.82703535335304e-14,1.00332589013699,0.333,0.109,2.50559628358835e-10,5,MMP24-AS1,Up,Highly,Up_Highly
CAP1.1,1.880281890122e-14,0.587278524249579,0.736,0.391,2.57861858411331e-10,5,CAP1,Up,Highly,Up_Highly
SNX2.1,2.01603944282198e-14,0.703569706088183,0.503,0.194,2.76479649188606e-10,5,SNX2,Up,Highly,Up_Highly
RPL22.3,2.06720397356844e-14,-0.9067951278985,0.736,0.812,2.83496352935175e-10,5,RPL22,Down,Highly,Down_Highly
CBR1,2.34270421313845e-14,1.06119292804486,0.327,0.105,3.21278455789807e-10,5,CBR1,Up,Highly,Up_Highly
SEC11A.3,2.61949154291461e-14,0.802709813671517,0.648,0.308,3.5923707019531e-10,5,SEC11A,Up,Highly,Up_Highly
PSME2.3,2.65871813253702e-14,0.766139216928273,0.843,0.533,3.64616604696127e-10,5,PSME2,Up,Highly,Up_Highly
M6PR,2.77788624728928e-14,1.16885850036983,0.484,0.204,3.80959319953252e-10,5,M6PR,Up,Highly,Up_Highly
GNB2.4,3.22649833201052e-14,0.925337300672506,0.56,0.246,4.42481981251923e-10,5,GNB2,Up,Highly,Up_Highly
HIGD2A.4,3.39184978524564e-14,0.918582643859097,0.824,0.47,4.65158279548586e-10,5,HIGD2A,Up,Highly,Up_Highly
UQCRC1.1,3.49500270196351e-14,0.857999309388468,0.44,0.169,4.79304670547276e-10,5,UQCRC1,Up,Highly,Up_Highly
SNX5,4.09938158829377e-14,1.83475033989997,0.302,0.096,5.62189191018607e-10,5,SNX5,Up,Highly,Up_Highly
ACAP1.3,4.40084883949893e-14,-4.11289453723454,0.038,0.319,6.03532409848883e-10,5,ACAP1,Down,Highly,Down_Highly
MYO1F.4,5.18453256168161e-14,0.926146758287758,0.509,0.22,7.11006795509016e-10,5,MYO1F,Up,Highly,Up_Highly
RNF181.1,6.09241180653691e-14,0.823680919413164,0.491,0.2,8.35513355148472e-10,5,RNF181,Up,Highly,Up_Highly
KLF3,7.23643627822726e-14,1.17986645185868,0.296,0.094,9.92404871196087e-10,5,KLF3,Up,Highly,Up_Highly
MOB1A,7.33610078704699e-14,0.988591912843285,0.447,0.18,1.00607286193562e-09,5,MOB1A,Up,Highly,Up_Highly
VMA21,7.73571152152126e-14,1.25760488376399,0.258,0.076,1.06087547806142e-09,5,VMA21,Up,Highly,Up_Highly
NUP214.1,8.78596146713694e-14,0.885120037893113,0.365,0.131,1.20490675560316e-09,5,NUP214,Up,Highly,Up_Highly
H2AFY.4,9.219003135628e-14,0.910106483509634,0.604,0.276,1.26429409002002e-09,5,H2AFY,Up,Highly,Up_Highly
CDKN2D,9.29827331222944e-14,0.669045354076434,0.491,0.203,1.27516520203915e-09,5,CDKN2D,Up,Highly,Up_Highly
SLC25A5.4,9.60126833397954e-14,0.733052821770871,0.805,0.485,1.31671793932195e-09,5,SLC25A5,Up,Highly,Up_Highly
UBE2L6.2,1.0869704659305e-13,0.58183971971658,0.679,0.322,1.49067129697709e-09,5,UBE2L6,Up,Highly,Up_Highly
SCO2.1,1.18056286881225e-13,1.15303286349497,0.34,0.12,1.61902391828912e-09,5,SCO2,Up,Highly,Up_Highly
CSK.1,1.3218810530004e-13,0.88967010644431,0.491,0.203,1.81282767608475e-09,5,CSK,Up,Highly,Up_Highly
S100A10.3,1.47334223964407e-13,0.591645295367245,0.925,0.622,2.02054154744787e-09,5,S100A10,Up,Highly,Up_Highly
RPS4Y1.2,1.61409529485615e-13,-0.563093578226253,0.937,0.88,2.21357028736572e-09,5,RPS4Y1,Down,Highly,Down_Highly
COX6B1.4,1.61439536764346e-13,0.806979780039796,0.862,0.551,2.21398180718623e-09,5,COX6B1,Up,Highly,Up_Highly
SDCBP.4,1.63258829781972e-13,0.894857485988237,0.516,0.227,2.23893159162996e-09,5,SDCBP,Up,Highly,Up_Highly
CLIC1.4,1.67257479079685e-13,0.586528871679309,0.912,0.624,2.2937690680988e-09,5,CLIC1,Up,Highly,Up_Highly
HINT1.3,1.68528651087601e-13,-1.45127155876703,0.522,0.646,2.31120192101536e-09,5,HINT1,Down,Highly,Down_Highly
AKIRIN2,2.55230098082962e-13,0.859012319888854,0.34,0.116,3.50022556510974e-09,5,AKIRIN2,Up,Highly,Up_Highly
RPL24.2,3.21877375138727e-13,-0.585380717252465,0.975,0.948,4.41422632265251e-09,5,RPL24,Down,Highly,Down_Highly
SNX3.5,3.65319300402707e-13,0.540901875127633,0.805,0.44,5.00998888572272e-09,5,SNX3,Up,Highly,Up_Highly
CYTIP.3,4.20198722547721e-13,0.630852039701105,0.654,0.319,5.76260528101945e-09,5,CYTIP,Up,Highly,Up_Highly
TMEM179B,5.13670343810354e-13,0.967273152422436,0.39,0.147,7.04447509501519e-09,5,TMEM179B,Up,Highly,Up_Highly
TPM3.1,5.72404950020718e-13,1.0386063623065,0.78,0.453,7.84996148458413e-09,5,TPM3,Up,Highly,Up_Highly
TSPAN14,6.96292888544787e-13,1.06276425476727,0.302,0.1,9.54896067350321e-09,5,TSPAN14,Up,Highly,Up_Highly
SNX10,7.56690649358077e-13,0.752569044219683,0.27,0.085,1.03772555652967e-08,5,SNX10,Up,Highly,Up_Highly
BAX.3,9.61351196547687e-13,0.969136982627268,0.629,0.284,1.3183970309455e-08,5,BAX,Up,Highly,Up_Highly
GDI2.3,1.02685234245002e-12,0.859081374844083,0.591,0.285,1.40822530243596e-08,5,GDI2,Up,Highly,Up_Highly
SNAP23,1.07725926972995e-12,0.924801977187112,0.352,0.129,1.47735336250765e-08,5,SNAP23,Up,Highly,Up_Highly
GLIPR1.1,1.33576016274959e-12,0.815095838496415,0.459,0.189,1.83186148719478e-08,5,GLIPR1,Up,Highly,Up_Highly
LYSMD2,1.47026385337161e-12,1.0766572103324,0.447,0.18,2.01631984851383e-08,5,LYSMD2,Up,Highly,Up_Highly
ACTR2,1.51498729752884e-12,0.740083917325328,0.44,0.177,2.07765357983105e-08,5,ACTR2,Up,Highly,Up_Highly
