,TCGA-3X-AAV9-01,TCGA-3X-AAVA-01,TCGA-3X-AAVB-01,TCGA-3X-AAVC-01,TCGA-3X-AAVE-01,TCGA-4G-AAZO-01,TCGA-4G-AAZT-01,TCGA-W5-AA2G-01,TCGA-W5-AA2H-01,TCGA-W5-AA2I-01,TCGA-W5-AA2O-01,TCGA-W5-AA2Q-01,TCGA-W5-AA2T-01,TCGA-W5-AA2U-01,TCGA-W5-AA2W-01,TCGA-W5-AA2X-01,TCGA-W5-AA2Z-01,TCGA-W5-AA30-01,TCGA-W5-AA31-01,TCGA-W5-AA33-01,TCGA-W5-AA34-01,TCGA-W5-AA36-01,TCGA-W5-AA38-01,TCGA-W5-AA39-01,TCGA-W6-AA0S-01,TCGA-WD-A7RX-01,TCGA-YR-A95A-01,TCGA-ZD-A8I3-01,TCGA-ZH-A8Y1-01,TCGA-ZH-A8Y2-01,TCGA-ZH-A8Y4-01,TCGA-ZH-A8Y5-01,TCGA-ZH-A8Y6-01,TCGA-ZH-A8Y8-01,TCGA-ZU-A8S4-01,TCGA-W5-AA2I-11,TCGA-W5-AA2Q-11,TCGA-W5-AA2R-11,TCGA-W5-AA2U-11,TCGA-W5-AA2X-11,TCGA-W5-AA30-11,TCGA-W5-AA31-11,TCGA-W5-AA34-11,TCGA-ZU-A8S4-11
AC135983.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092474.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,2,2,0,2,2,0,0,0,0,0,0,1,0,0,1,0
AC005185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004987.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC018737.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013467.2,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005776.1,0,2,2,2,3,1,2,0,12,3,2,7,2,2,1,1,3,1,0,4,2,1,1,0,1,3,4,3,2,0,3,6,0,2,0,2,0,1,0,2,0,0,0,0
AC010326.4,42,70,34,88,53,63,94,27,87,125,29,49,94,54,58,50,25,161,184,60,85,69,47,38,27,63,41,62,61,45,65,65,51,37,23,22,6,6,18,17,12,14,29,15
AC022400.4,1,8,1,1,5,0,0,1,0,2,4,48,9,5,8,7,7,15,3,14,1,0,0,0,3,3,8,4,6,1,6,16,6,4,0,2,0,0,0,0,1,0,1,0
CHCHD2P11,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AL590095.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002069.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL035422.2,4,4,2,3,5,7,7,1,5,11,11,12,9,5,10,5,2,16,16,7,7,20,5,7,8,13,12,5,7,2,7,23,4,3,1,5,2,1,0,2,1,4,3,1
TMEM261P1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0
AC019159.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092032.1,2,2,5,1,3,4,1,4,2,4,2,2,4,7,5,5,5,0,6,7,3,2,2,0,5,4,5,1,0,7,10,6,4,5,1,0,0,0,1,0,0,0,0,0
AC007938.2,0,0,0,0,0,2,1,4,1,4,1,9,4,3,2,8,0,6,9,2,2,0,1,2,1,2,3,2,2,0,4,4,2,2,1,0,0,0,0,1,0,0,0,0
AC015849.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NF1P1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092120.3,0,0,6,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
AP001425.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPDLP4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC091393.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC073413.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AC021171.2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
CHCHD2P3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL356986.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC099849.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC007621.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0
VDAC1P5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AP002906.1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
DDX55P1,5,1,1,0,0,0,0,0,3,0,0,0,0,0,10,0,1,0,1,1,1,0,0,0,1,1,3,0,0,2,2,1,3,1,0,0,0,1,0,2,1,0,0,0
IGHV3OR16-6,55,1,4,8,1,0,0,0,2,0,0,1,0,0,0,0,1,63,1,5,0,0,0,0,2,1,0,0,0,0,0,1,0,2,2,0,2,1,0,2,1,0,0,0
RPL12P48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC067773.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC004805.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AC015849.3,13,11,36,26,53,21,5,19,25,14,32,79,37,58,43,106,33,71,46,58,7,4,7,8,33,20,47,39,48,34,16,73,26,15,8,5,4,6,3,12,10,11,15,4
SRGAP2D,6,11,2,6,11,1,0,15,1,0,5,1,0,3,7,7,13,6,14,1,2,0,2,0,16,5,0,4,12,5,10,0,28,14,9,1,1,2,0,2,2,2,2,3
RPAP2P1,0,0,0,2,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ZNF30-AS1,2,0,3,0,0,0,2,1,0,4,0,2,5,0,2,3,4,0,2,13,1,0,0,1,2,3,4,10,1,0,0,6,2,0,1,5,1,2,2,5,1,5,3,0
AL136038.4,8,6,2,4,18,8,3,3,7,7,6,8,5,8,6,12,13,11,16,17,2,3,2,5,4,8,7,17,10,5,6,11,6,11,9,7,2,3,2,7,8,7,4,4
AC128687.1,0,0,1,3,1,0,0,1,0,0,1,2,1,3,0,1,3,3,2,1,0,0,0,3,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
HIST2H4A,12,15,10,46,6,10,5,6,2,18,10,29,21,1,62,1,19,5,35,10,8,17,12,1,17,4,26,20,5,7,15,26,9,43,3,5,1,1,3,4,2,1,1,3
AC080078.3,1,1,0,3,0,2,1,1,2,1,0,1,1,0,0,0,0,1,1,0,3,0,1,0,0,3,1,2,0,0,1,2,0,0,1,1,0,0,0,0,0,2,1,0
AC087072.1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
AL049844.2,11,6,2,5,7,3,0,7,6,2,2,37,8,7,14,49,12,8,18,29,3,2,0,3,3,6,4,9,28,9,5,11,5,5,6,2,1,3,2,7,4,9,2,2
AC006077.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008277.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AC015849.4,0,0,4,1,1,0,0,3,4,1,3,5,2,1,2,4,3,1,2,2,0,0,1,0,0,0,0,4,3,1,0,2,0,4,0,0,1,0,0,0,0,1,3,0
AL645939.4,1,0,9,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
AC111188.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL360272.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL160290.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPA3P9,5,2,7,4,3,3,1,1,3,2,5,13,1,5,24,24,9,22,2,10,0,0,2,4,4,2,2,8,8,8,5,9,9,8,0,0,0,1,1,1,0,1,3,1
AC008385.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTND4P35,1,5,0,2,2,0,4,19,1,5,1,1,2,10,7,3,0,13,6,1,1,0,5,25,10,5,9,7,0,2,9,6,3,1,1,12,8,6,4,4,8,23,5,5
CR788268.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AC114878.2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0
AC073410.2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
RPL12P50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL161911.2,3,15,7,1,6,2,8,5,16,4,5,8,6,7,3,8,8,4,12,8,5,9,3,4,1,4,6,5,9,2,1,19,5,5,14,0,6,5,4,2,4,5,1,2
AC108451.2,6,0,1,0,2,1,0,2,0,2,0,1,1,1,3,1,5,8,0,2,0,0,0,0,1,3,3,0,4,1,8,0,2,2,0,1,2,2,4,1,4,3,3,1
CICP23,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TAS2R6P,4,4,9,11,12,1,4,7,1,2,11,14,5,13,1,54,11,48,12,20,7,0,1,0,8,11,25,7,14,13,7,7,7,4,1,0,1,0,1,2,1,0,2,0
AC008013.3,0,1,1,0,0,1,0,0,2,1,4,2,4,0,2,8,0,3,1,0,0,0,0,3,2,1,0,0,1,0,1,5,1,2,0,1,0,0,0,1,0,0,0,0
SRD5A3P1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
GRAMD4P8,1,0,1,1,2,0,0,1,0,0,0,1,0,0,1,0,9,2,1,1,2,0,0,0,0,1,0,3,0,1,0,42,1,9,1,1,1,0,0,3,0,1,0,0
AC010719.1,38,10,23,40,20,32,10,9,93,29,45,72,167,69,42,76,31,83,80,27,11,13,46,26,10,65,2,50,14,33,46,41,12,16,12,29,17,6,16,15,3,4,12,12
AL512430.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL021808.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AL034351.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AL033381.2,2,0,1,0,0,0,0,0,2,0,0,3,17,3,0,43,0,3,4,4,0,0,0,0,1,0,0,2,3,0,6,5,14,4,0,0,0,0,0,0,2,1,0,0
RAP2CP1,0,0,2,6,0,11,0,0,0,14,0,15,0,18,1,1,13,28,3,19,0,0,0,19,0,10,0,14,0,3,4,1,0,14,0,1,7,3,0,0,1,1,1,0
AC006254.2,2,1,0,0,1,1,1,1,0,0,2,0,0,3,0,3,0,2,3,1,1,0,0,1,0,0,3,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
HSPE1P7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AC025811.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MTDHP1,5,10,7,4,11,1,1,1,9,14,5,4,9,1,23,7,2,28,9,7,11,8,3,11,8,6,2,7,6,2,11,9,7,5,7,2,1,0,0,0,0,1,1,1
AL121917.2,2,0,8,0,3,0,4,0,18,0,1,11,1,0,5,12,0,1,9,5,0,4,0,1,1,1,6,6,0,0,1,12,0,1,1,0,0,0,1,2,1,0,0,1
AC007938.3,17,8,20,9,8,8,10,10,18,26,14,10,18,12,25,65,8,19,40,12,8,10,7,10,9,17,3,16,15,8,11,14,12,16,7,2,1,1,9,7,5,3,1,1
RPSAP75,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
AC135731.2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
AC009948.4,8,2,6,2,1,0,0,2,4,4,9,5,1,3,2,5,1,1,5,2,3,3,1,0,0,5,2,2,3,3,1,2,9,6,5,0,1,0,0,2,2,1,0,0
LPP-AS2,129,110,67,249,95,79,90,117,112,217,83,30,32,144,142,25,131,117,48,103,88,53,104,23,227,109,210,67,62,96,124,89,249,130,83,67,52,78,66,45,54,76,61,77
AC016355.1,32,15,20,62,27,19,28,26,45,139,86,54,101,79,21,41,23,48,14,50,25,36,27,1,73,53,41,24,27,63,9,74,50,51,8,42,24,16,27,27,34,27,37,21
AC087763.1,1,0,2,0,1,1,4,0,6,0,0,2,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0
AC136475.9,3,9,0,7,0,1,6,7,49,10,17,5,36,22,13,44,9,9,7,16,2,6,54,5,4,9,3,11,4,0,2,20,0,14,4,2,3,13,6,12,10,5,5,1
MAGOH3P,2,0,0,1,0,0,1,0,0,0,1,3,0,0,1,0,1,1,1,2,2,0,1,0,1,2,1,0,2,2,2,2,0,1,3,1,0,0,0,0,0,1,0,0
AL596327.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AC091982.3,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,3,1,0,0,0,0,0,0,1,0,0,1
AC060764.1,0,0,1,6,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC092944.2,0,5,1,0,6,0,0,0,3,1,0,9,19,3,3,1,3,2,2,19,0,1,2,0,0,4,2,1,1,0,6,0,2,2,2,0,1,0,1,0,0,0,0,0
AL353621.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AL589674.2,0,2,0,0,3,1,1,1,0,0,1,0,1,2,3,0,0,1,1,1,1,2,0,2,1,0,0,0,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
HMGB1P51,0,1,1,2,3,0,0,0,5,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
AL133338.2,3,1,2,2,3,0,0,2,0,2,1,5,3,0,1,0,2,1,2,2,0,0,1,0,0,2,3,1,2,3,2,3,11,3,4,0,0,2,0,0,0,3,1,0
AC019257.2,0,0,0,2,1,2,0,1,3,1,0,0,2,0,2,0,0,1,0,0,1,2,5,0,0,0,2,1,4,0,0,0,1,1,0,0,1,4,0,0,2,2,0,0
AC139493.1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
AC069304.2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC111186.1,3,0,5,0,0,0,0,1,0,0,0,0,3,1,4,1,3,8,2,1,0,0,0,0,1,0,0,1,0,2,3,2,0,5,0,0,0,0,0,0,1,0,0,1
AL157899.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AL137072.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005034.4,0,3,6,7,0,0,1,6,4,5,4,3,10,0,13,20,6,2,2,4,0,0,2,1,5,4,4,4,0,3,3,6,13,0,2,5,2,4,6,7,9,0,7,4
AC073137.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGKV1OR2-118,6,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
AC129492.5,1,0,1,0,1,0,0,0,1,2,7,1,10,0,2,2,3,2,0,3,0,0,0,1,1,3,3,2,1,1,2,3,2,1,0,0,0,0,0,1,1,0,1,1
CTHRC1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC116667.1,63,30,42,68,38,21,25,35,46,185,59,80,271,112,52,31,32,79,52,101,19,52,45,25,49,102,31,136,19,56,56,72,53,49,22,13,6,6,36,24,17,9,21,11
AC011475.1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
LRRC37A9P,1,2,0,10,3,1,0,5,0,7,26,9,13,18,5,14,2,46,7,19,0,1,7,2,0,2,7,10,10,5,2,0,4,2,0,23,1,0,0,1,3,20,22,2
AC062037.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
IGKV2OR2-7D,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC013244.1,0,7,0,2,3,2,5,1,0,1,11,3,15,1,9,3,3,6,1,2,1,2,1,3,4,6,3,3,0,2,7,13,2,4,0,1,0,0,0,1,1,0,0,2
AC239600.1,0,0,0,5,2,1,0,0,0,0,0,1,2,4,3,2,2,1,0,2,0,1,1,0,6,0,1,0,1,2,8,1,29,0,1,0,0,0,0,0,0,1,1,0
AP002365.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AP000907.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
AC006380.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC135178.6,0,3,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
AC020907.4,17,11,11,4,30,11,5,7,54,9,10,29,43,24,10,170,24,47,71,85,35,44,27,4,107,54,24,72,38,23,27,61,16,26,8,3,1,1,1,3,7,2,1,3
AC139700.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,0,0
AC010385.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL390955.2,7,3,5,4,12,2,4,5,3,2,4,7,9,5,3,1,10,3,8,8,4,6,3,4,12,9,7,7,3,3,3,5,20,9,16,8,6,8,5,6,5,11,8,2
AL078603.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MTRNR2L2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,1,1,0,1,0,1,1,0,0,1,1,3,1,0,1,0,1,0
AC087468.1,0,22,0,5,9,23,1,4,0,0,3,7,4,3,21,0,3,3,2,2,8,0,9,2,5,3,20,5,3,3,8,3,2,2,0,11,1,4,3,19,7,13,25,6
NDUFB9P1,1,0,0,2,0,0,0,0,0,1,1,2,0,0,0,1,4,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
AL512631.1,0,3,0,0,4,0,0,0,230,0,0,0,0,2,0,26,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,8,2,0,1,0,0,1,1,0,1,0
AC092447.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC020910.3,1,1,8,0,0,2,0,0,0,2,1,4,0,1,3,7,4,0,2,3,0,1,1,2,7,0,5,2,4,0,2,1,3,3,0,0,1,2,0,1,0,0,1,0
AC108738.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073648.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SNRPGP17,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
AC027644.2,2,2,2,2,0,0,0,2,0,0,1,3,1,4,0,1,0,3,2,0,0,0,0,2,1,0,1,0,0,1,1,3,5,1,0,0,0,1,0,0,0,1,1,0
AC107031.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMCL1P2,0,0,0,1,0,5,3,0,1,3,0,4,6,0,1,3,0,1,0,1,0,0,3,0,0,0,0,3,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0
AL513548.2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PHBP20,1,0,0,5,0,0,0,1,1,2,0,0,0,2,0,2,0,2,0,1,0,0,1,0,0,0,1,1,2,0,0,3,0,0,0,1,0,0,1,2,0,0,1,1
AC012491.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL139317.4,4,0,3,0,3,1,0,1,0,0,0,14,0,0,2,1,4,1,8,12,0,0,0,2,0,0,11,0,2,0,4,2,4,3,3,1,0,0,2,6,1,9,3,1
AC139426.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
