"","status","family","pval","qval","gene_short_name","num_cells_expressed","use_for_ordering"
"CDKN1C","OK","negbinomial.size",0.729194428507236,0.899141480486396,"CDKN1C",106,TRUE
"MLYCD","OK","negbinomial.size",0.729116049246853,0.899141480486396,"MLYCD",40,FALSE
"ZNF266","OK","negbinomial.size",0.7287990877719,0.899141480486396,"ZNF266",58,FALSE
"CSRNP2","OK","negbinomial.size",0.72939958950466,0.899288120046653,"CSRNP2",14,FALSE
"ZFP1","OK","negbinomial.size",0.729504715168762,0.899311404395301,"ZFP1",24,FALSE
"XRRA1","OK","negbinomial.size",0.729670690753746,0.899409688319157,"XRRA1",144,FALSE
"CRYZL1","OK","negbinomial.size",0.729761946913371,0.899415858930698,"CRYZL1",206,FALSE
"ERAL1","OK","negbinomial.size",0.730069143002603,0.899688137937975,"ERAL1",65,FALSE
"SLC25A44","OK","negbinomial.size",0.73025588237381,0.899810946633139,"SLC25A44",37,FALSE
"RP11-533E19.7","OK","negbinomial.size",0.731538391691253,0.899810946633139,"RP11-533E19.7",20,FALSE
"REV1","OK","negbinomial.size",0.731693612087817,0.899810946633139,"REV1",98,FALSE
"HIGD1A","OK","negbinomial.size",0.731291361776621,0.899810946633139,"HIGD1A",136,FALSE
"CCR1","OK","negbinomial.size",0.731211753885813,0.899810946633139,"CCR1",51,FALSE
"CTC-534A2.2","OK","negbinomial.size",0.730602995835444,0.899810946633139,"CTC-534A2.2",15,FALSE
"HNRNPAB","OK","negbinomial.size",0.730516530592458,0.899810946633139,"HNRNPAB",172,FALSE
"ZNF107","OK","negbinomial.size",0.730883235139836,0.899810946633139,"ZNF107",23,FALSE
"C8orf33","OK","negbinomial.size",0.73049066547183,0.899810946633139,"C8orf33",109,FALSE
"ECHS1","OK","negbinomial.size",0.731020983708145,0.899810946633139,"ECHS1",368,FALSE
"AKIP1","OK","negbinomial.size",0.7311216070177,0.899810946633139,"AKIP1",101,FALSE
"CRY2","OK","negbinomial.size",0.731677677871176,0.899810946633139,"CRY2",32,FALSE
"AP001258.4","OK","negbinomial.size",0.731228473458634,0.899810946633139,"AP001258.4",38,FALSE
"ZNF259","OK","negbinomial.size",0.731721981918778,0.899810946633139,"ZNF259",173,FALSE
"NXT1","OK","negbinomial.size",0.73171564415358,0.899810946633139,"NXT1",357,FALSE
"MED15","OK","negbinomial.size",0.731544877896675,0.899810946633139,"MED15",173,FALSE
"NOL12","OK","negbinomial.size",0.730437602365188,0.899810946633139,"NOL12",208,FALSE
"SPATC1L","OK","negbinomial.size",0.731461032785339,0.899810946633139,"SPATC1L",93,FALSE
"IER3IP1.1","OK","negbinomial.size",0.731840646970684,0.899850756586521,"IER3IP1.1",371,FALSE
"TPRKB","OK","negbinomial.size",0.732266597574862,0.900268342314391,"TPRKB",170,FALSE
"EXOSC10","OK","negbinomial.size",0.732577781725411,0.900395174352883,"EXOSC10",94,FALSE
"KIAA1009","OK","negbinomial.size",0.732628793093998,0.900395174352883,"KIAA1009",22,FALSE
"CDK12","OK","negbinomial.size",0.732500556751855,0.900395174352883,"CDK12",77,FALSE
"CD33","OK","negbinomial.size",0.732950115460942,0.900683926941633,"CD33",194,TRUE
"RP11-353N4.4","OK","negbinomial.size",0.733427622485571,0.900739989080148,"RP11-353N4.4",31,FALSE
"TNIP2","OK","negbinomial.size",0.733369570245979,0.900739989080148,"TNIP2",193,FALSE
"PFKP","OK","negbinomial.size",0.733356800632061,0.900739989080148,"PFKP",121,FALSE
"LYSMD2","OK","negbinomial.size",0.733154817856347,0.900739989080148,"LYSMD2",524,FALSE
"TSHZ1","OK","negbinomial.size",0.733341295964361,0.900739989080148,"TSHZ1",31,FALSE
"AC004951.6","OK","negbinomial.size",0.73369577985757,0.900963211534943,"AC004951.6",46,FALSE
"BLOC1S4","OK","negbinomial.size",0.733995795566179,0.900976329038026,"BLOC1S4",447,FALSE
"MAPK14","OK","negbinomial.size",0.733840798784144,0.900976329038026,"MAPK14",147,FALSE
"ENTPD1-AS1","OK","negbinomial.size",0.734052060942373,0.900976329038026,"ENTPD1-AS1",22,FALSE
"NDNL2","OK","negbinomial.size",0.733907439809682,0.900976329038026,"NDNL2",441,FALSE
"SEC22C","OK","negbinomial.size",0.734264379898767,0.900998201604276,"SEC22C",130,FALSE
"AC023590.1","OK","negbinomial.size",0.734277791887865,0.900998201604276,"AC023590.1",19,FALSE
"RALGAPA2","OK","negbinomial.size",0.734329086635476,0.900998201604276,"RALGAPA2",56,FALSE
"AKR1A1","OK","negbinomial.size",0.734626342359507,0.90107475300667,"AKR1A1",392,FALSE
"MRPL32","OK","negbinomial.size",0.734727480299525,0.90107475300667,"MRPL32",294,FALSE
"FAM3A","OK","negbinomial.size",0.734737114002274,0.90107475300667,"FAM3A",104,FALSE
"NDUFAB1","OK","negbinomial.size",0.734648474151629,0.90107475300667,"NDUFAB1",538,FALSE
"TMA7","OK","negbinomial.size",0.735178239311878,0.90140372481414,"TMA7",1775,FALSE
"MAK16","OK","negbinomial.size",0.735125253814572,0.90140372481414,"MAK16",26,FALSE
"HDAC7","OK","negbinomial.size",0.735447827782331,0.901628256303098,"HDAC7",137,FALSE
"RPL36AL","OK","negbinomial.size",0.73571730584354,0.901852599663388,"RPL36AL",1993,FALSE
"RBM34","OK","negbinomial.size",0.736921759187899,0.901906391985515,"RBM34",49,FALSE
"MBD5","OK","negbinomial.size",0.73714501140128,0.901906391985515,"MBD5",39,FALSE
"AGGF1","OK","negbinomial.size",0.73641915815501,0.901906391985515,"AGGF1",135,FALSE
"RP11-500C11.3","OK","negbinomial.size",0.736668867999179,0.901906391985515,"RP11-500C11.3",30,FALSE
"HEBP2","OK","negbinomial.size",0.735893874123039,0.901906391985515,"HEBP2",166,FALSE
"CCDC77","OK","negbinomial.size",0.736452249711316,0.901906391985515,"CCDC77",37,FALSE
"NACA","OK","negbinomial.size",0.737115014899527,0.901906391985515,"NACA",2565,FALSE
"GOLGA3","OK","negbinomial.size",0.737132364480152,0.901906391985515,"GOLGA3",58,FALSE
"SNAI3","OK","negbinomial.size",0.737052680477543,0.901906391985515,"SNAI3",75,FALSE
"BAIAP2-AS1","OK","negbinomial.size",0.7369721901806,0.901906391985515,"BAIAP2-AS1",16,FALSE
"RPL17","OK","negbinomial.size",0.736118333015155,0.901906391985515,"RPL17",2539,FALSE
"RBCK1","OK","negbinomial.size",0.736289190411173,0.901906391985515,"RBCK1",550,FALSE
"C20orf194","OK","negbinomial.size",0.73640034983039,0.901906391985515,"C20orf194",31,FALSE
"MTG2","OK","negbinomial.size",0.737071750608458,0.901906391985515,"MTG2",89,FALSE
"MIF","OK","negbinomial.size",0.737103566385408,0.901906391985515,"MIF",1095,FALSE
"PLXNB2","OK","negbinomial.size",0.736418470316646,0.901906391985515,"PLXNB2",101,TRUE
"USP10","OK","negbinomial.size",0.73735315612643,0.902055221971658,"USP10",214,TRUE
"IGBP1","OK","negbinomial.size",0.737504378129326,0.902134387698841,"IGBP1",785,FALSE
"ATP5F1","OK","negbinomial.size",0.737961903813283,0.902328365766722,"ATP5F1",984,FALSE
"CBX1","OK","negbinomial.size",0.738009074762598,0.902328365766722,"CBX1",152,FALSE
"SDCBP2-AS1","OK","negbinomial.size",0.737997208911789,0.902328365766722,"SDCBP2-AS1",25,FALSE
"TMEM161A","OK","negbinomial.size",0.737910898418012,0.902328365766722,"TMEM161A",49,FALSE
"AAED1","OK","negbinomial.size",0.738452676530136,0.90265906820493,"AAED1",133,FALSE
"MRPL48","OK","negbinomial.size",0.738428094690522,0.90265906820493,"MRPL48",235,FALSE
"CCDC82","OK","negbinomial.size",0.738564177247606,0.902689549969296,"CCDC82",108,FALSE
"GPR35","OK","negbinomial.size",0.738686968795717,0.902689848572722,"GPR35",32,FALSE
"ETFDH","OK","negbinomial.size",0.73881165671116,0.902689848572722,"ETFDH",50,FALSE
"ANKRD37","OK","negbinomial.size",0.73882411369085,0.902689848572722,"ANKRD37",44,FALSE
"TMEM175","OK","negbinomial.size",0.738916461178503,0.902696913913945,"TMEM175",91,FALSE
"CREB3L4","OK","negbinomial.size",0.739227983269444,0.902820715440317,"CREB3L4",29,FALSE
"SLU7","OK","negbinomial.size",0.73927753060461,0.902820715440317,"SLU7",340,FALSE
"SPSB2","OK","negbinomial.size",0.739105539973773,0.902820715440317,"SPSB2",145,FALSE
"CLEC4D","OK","negbinomial.size",0.739532574980897,0.903026427623043,"CLEC4D",27,TRUE
"SEP15","OK","negbinomial.size",0.740739280525007,0.903285445146362,"SEP15",784,FALSE
"KIFAP3","OK","negbinomial.size",0.740597792153045,0.903285445146362,"KIFAP3",43,FALSE
"HEATR5B","OK","negbinomial.size",0.74072673911445,0.903285445146362,"HEATR5B",52,FALSE
"AC109826.1","OK","negbinomial.size",0.740549512978175,0.903285445146362,"AC109826.1",20,FALSE
"PAIP1","OK","negbinomial.size",0.74033989004312,0.903285445146362,"PAIP1",181,FALSE
"ERGIC1","OK","negbinomial.size",0.74049932508812,0.903285445146362,"ERGIC1",170,FALSE
"WDR27","OK","negbinomial.size",0.740367547056563,0.903285445146362,"WDR27",27,FALSE
"PRRC2B","OK","negbinomial.size",0.740615144768153,0.903285445146362,"PRRC2B",125,FALSE
"MLLT10","OK","negbinomial.size",0.740474503087396,0.903285445146362,"MLLT10",129,FALSE
"GANAB","OK","negbinomial.size",0.740523029034585,0.903285445146362,"GANAB",139,FALSE
"MARK3","OK","negbinomial.size",0.740281965930399,0.903285445146362,"MARK3",233,FALSE
"CNOT1","OK","negbinomial.size",0.740784151025286,0.903285445146362,"CNOT1",201,FALSE
"STX10","OK","negbinomial.size",0.740871588963143,0.903286440980668,"STX10",387,TRUE
"SMIM13","OK","negbinomial.size",0.741121983887198,0.903380484859813,"SMIM13",55,FALSE
"RP4-539M6.22","OK","negbinomial.size",0.74111219437116,0.903380484859813,"RP4-539M6.22",58,TRUE
"USP42","OK","negbinomial.size",0.7414716196784,0.903642215465694,"USP42",41,FALSE
"FDXR","OK","negbinomial.size",0.741510015126577,0.903642215465694,"FDXR",21,FALSE
"ARHGEF2","OK","negbinomial.size",0.742043563926985,0.903975500540958,"ARHGEF2",220,FALSE
"RP11-629O1.2","OK","negbinomial.size",0.742039155976026,0.903975500540958,"RP11-629O1.2",15,FALSE
"COX10","OK","negbinomial.size",0.74192845319728,0.903975500540958,"COX10",44,FALSE
"ZNF273","OK","negbinomial.size",0.742371367052341,0.904269199348419,"ZNF273",28,FALSE
"ATRX","OK","negbinomial.size",0.742542952861034,0.904372566273635,"ATRX",268,FALSE
"LYST","OK","negbinomial.size",0.743309943701906,0.904392084830399,"LYST",328,TRUE
"DIS3L2","OK","negbinomial.size",0.743341778180993,0.904392084830399,"DIS3L2",88,FALSE
"BRPF1","OK","negbinomial.size",0.743175564255848,0.904392084830399,"BRPF1",29,FALSE
"HIST1H1C","OK","negbinomial.size",0.742678542541924,0.904392084830399,"HIST1H1C",183,FALSE
"WDR5","OK","negbinomial.size",0.743426251550266,0.904392084830399,"WDR5",56,FALSE
"IRAK3","OK","negbinomial.size",0.742780841352951,0.904392084830399,"IRAK3",53,TRUE
"MEF2A","OK","negbinomial.size",0.743029933729578,0.904392084830399,"MEF2A",87,FALSE
"COIL","OK","negbinomial.size",0.743069549985401,0.904392084830399,"COIL",82,FALSE
"CPNE1","OK","negbinomial.size",0.743231921734895,0.904392084830399,"CPNE1",94,FALSE
"AP000350.4","OK","negbinomial.size",0.743356075499154,0.904392084830399,"AP000350.4",18,FALSE
"DBT","OK","negbinomial.size",0.744050115431445,0.904517906705422,"DBT",31,FALSE
"NAGK","OK","negbinomial.size",0.744048934371767,0.904517906705422,"NAGK",328,TRUE
"SLC4A7","OK","negbinomial.size",0.743801665389455,0.904517906705422,"SLC4A7",64,FALSE
"CUEDC2","OK","negbinomial.size",0.743763245007436,0.904517906705422,"CUEDC2",323,FALSE
"VCPKMT","OK","negbinomial.size",0.743634615624036,0.904517906705422,"VCPKMT",78,FALSE
"TP53RK","OK","negbinomial.size",0.743975183140175,0.904517906705422,"TP53RK",130,FALSE
"D2HGDH","OK","negbinomial.size",0.744638663380021,0.904725377542387,"D2HGDH",45,FALSE
"TAF8","OK","negbinomial.size",0.744455112882036,0.904725377542387,"TAF8",82,FALSE
"RAD9A","OK","negbinomial.size",0.744672011002336,0.904725377542387,"RAD9A",131,FALSE
"LRP1","OK","negbinomial.size",0.744411329009831,0.904725377542387,"LRP1",93,TRUE
"HN1L","OK","negbinomial.size",0.744741334946668,0.904725377542387,"HN1L",36,FALSE
"LSM14B","OK","negbinomial.size",0.744606259090692,0.904725377542387,"LSM14B",19,FALSE
"DNAJC11","OK","negbinomial.size",0.744841577964702,0.904741755971568,"DNAJC11",41,FALSE
"PPP1R21","OK","negbinomial.size",0.745101587588394,0.904945303098699,"PPP1R21",84,FALSE
"FBLN7","OK","negbinomial.size",0.745424469752615,0.904945303098699,"FBLN7",40,FALSE
"PRRC2A","OK","negbinomial.size",0.745641271395306,0.904945303098699,"PRRC2A",108,FALSE
"PHF10","OK","negbinomial.size",0.745706497513073,0.904945303098699,"PHF10",47,FALSE
"AC115618.1","OK","negbinomial.size",0.745404705141881,0.904945303098699,"AC115618.1",16,FALSE
"OGFOD2","OK","negbinomial.size",0.745376889566086,0.904945303098699,"OGFOD2",68,FALSE
"RP11-649E7.5","OK","negbinomial.size",0.745790174034352,0.904945303098699,"RP11-649E7.5",15,FALSE
